Site_Name,Latitude,Longitude,Category,Country,Region
Nubian Monuments from Abu Simbel to Philae,22.33722222,31.62580556,Cultural,Egypt,Arab States
Historic Cairo,30.05,31.26111,Cultural,Egypt,Arab States
Abu Mena,30.83583333,29.66666667,Cultural,Egypt,Arab States
Saint Catherine Area,28.55623,33.97543,Cultural,Egypt,Arab States
Wadi Al-Hitan (Whale Valley),29.33333,30.18333,Natural,Egypt,Arab States
Joya de Cerén Archaeological Site,13.8275,-89.36916667,Cultural,El Salvador,Latin America and the Caribbean
Asmara: A Modernist African City,15.33527778,38.93583333,Cultural,Eritrea,Africa
Historic Centre (Old Town) of Tallinn,59.437,24.74,Cultural,Estonia,Europe and North America
Simien National Park,13.18333333,38.06666667,Natural,Ethiopia,Africa
Lower Valley of the Awash,11.10006,40.57939,Cultural,Ethiopia,Africa
Tiya,8.43491,38.6121,Cultural,Ethiopia,Africa
Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,8.703472222,38.59908333,Cultural,Ethiopia,Africa
Aksum,14.13019,38.71861,Cultural,Ethiopia,Africa
Lower Valley of the Omo,4.8,35.96666667,Cultural,Ethiopia,Africa
"Rock-Hewn Churches, Lalibela",12.02935,39.04042,Cultural,Ethiopia,Africa
"Fasil Ghebbi, Gondar Region",12.607909,37.4697,Cultural,Ethiopia,Africa
Bale Mountains National Park,6.797777778,39.74888889,Natural,Ethiopia,Africa
"Harar Jugol, the Fortified Historic Town",9.308888889,42.13777778,Cultural,Ethiopia,Africa
Konso Cultural Landscape,5.3,37.4,Cultural,Ethiopia,Africa
The Gedeo Cultural Landscape,6.248888889,38.28777778,Cultural,Ethiopia,Africa
Levuka Historical Port Town,-17.68337778,178.8345333,Cultural,Fiji,Asia and the Pacific
Bronze Age Burial Site of Sammallahdenmäki,61.12056,21.7775,Cultural,Finland,Europe and North America
Old Rauma,61.12806,21.51167,Cultural,Finland,Europe and North America
Fortress of Suomenlinna,60.14722,24.98722,Cultural,Finland,Europe and North America
Petäjävesi Old Church,62.25,25.18333,Cultural,Finland,Europe and North America
Verla Groundwood and Board Mill,61.06194,26.64083,Cultural,Finland,Europe and North America
Mont-Saint-Michel and its Bay,48.63556,-1.51056,Cultural,France,Europe and North America
Chartres Cathedral,48.4475,1.487222222,Cultural,France,Europe and North America
Palace and Park of Versailles,48.805,2.119444444,Cultural,France,Europe and North America
"Vézelay, Church and Hill",47.46638889,3.748333333,Cultural,France,Europe and North America
Prehistoric Sites and Decorated Caves of the Vézère Valley,45.0575,1.17,Cultural,France,Europe and North America
Palace and Park of Fontainebleau,48.40194444,2.698055556,Cultural,France,Europe and North America
Amiens Cathedral,49.895,2.301666667,Cultural,France,Europe and North America
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",44.13572222,4.808416667,Cultural,France,Europe and North America
"Arles, Roman and Romanesque Monuments",43.67763889,4.630694444,Cultural,France,Europe and North America
Cistercian Abbey of Fontenay,47.63944,4.38911,Cultural,France,Europe and North America
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",46.9375,5.876388889,Cultural,France,Europe and North America
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",43.95277778,4.806111111,Cultural,France,Europe and North America
"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",48.69361111,6.183333333,Cultural,France,Europe and North America
Abbey Church of Saint-Savin sur Gartempe,46.56472,0.86611,Cultural,France,Europe and North America
"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",42.32519444,8.628833333,Natural,France,Europe and North America
Pont du Gard (Roman Aqueduct),43.94722222,4.535277778,Cultural,France,Europe and North America
Historic Fortified City of Carcassonne,43.2070631,2.3636562,Cultural,France,Europe and North America
"Strasbourg, Grande-Île and <em>Neustadt</em>",48.58444444,7.748888889,Cultural,France,Europe and North America
"Paris, Banks of the Seine",48.8655,2.321138889,Cultural,France,Europe and North America
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",49.25333333,4.032777778,Cultural,France,Europe and North America
Bourges Cathedral,47.08222222,2.398333333,Cultural,France,Europe and North America
Canal du Midi,43.61138889,1.416388889,Cultural,France,Europe and North America
Routes of Santiago de Compostela in France,45.18405556,0.722944444,Cultural,France,Europe and North America
Historic Site of Lyon,45.76722,4.83333,Cultural,France,Europe and North America
"Provins, Town of Medieval Fairs",48.55972222,3.298888889,Cultural,France,Europe and North America
Jurisdiction of Saint-Emilion,44.89472222,-0.155277778,Cultural,France,Europe and North America
The Loire Valley between Sully-sur-Loire and Chalonnes,47.39889,0.70278,Cultural,France,Europe and North America
Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,-20.41194444,164.5663889,Natural,France,Europe and North America
"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",44.22027778,3.473055556,Cultural,France,Europe and North America
"Le Havre, the City Rebuilt by Auguste Perret",49.49278,0.1075,Cultural,France,Europe and North America
"Bordeaux, Port of the Moon",44.83888889,-0.572222222,Cultural,France,Europe and North America
Fortifications of Vauban,47.23611111,6.026944444,Cultural,France,Europe and North America
"Pitons, cirques and remparts of Reunion Island",-21.09944444,55.48,Natural,France,Europe and North America
Episcopal City of Albi,43.92916667,2.144166667,Cultural,France,Europe and North America
Nord-Pas de Calais Mining Basin,50.4625,3.546111111,Cultural,France,Europe and North America
"The Climats, terroirs of Burgundy",47.05805556,4.864444444,Cultural,France,Europe and North America
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",44.3875,4.416111111,Cultural,France,Europe and North America
Chaîne des Puys - Limagne fault tectonic arena,45.77938889,2.965111111,Natural,France,Europe and North America
"Champagne Hillsides, Houses and Cellars",49.0775,3.946111111,Cultural,France,Europe and North America
Taputapuātea,-16.8414,-151.3723778,Cultural,France,Europe and North America
The Maison Carrée of Nîmes,43.83822222,4.356194444,Cultural,France,Europe and North America
French Austral Lands and Seas,-49.38036111,69.35280556,Natural,France,Europe and North America
Cordouan Lighthouse,45.58630556,-1.173333333,Cultural,France,Europe and North America
"Nice, Winter Resort Town of the Riviera",43.70169444,7.272305556,Cultural,France,Europe and North America
Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,14.82330278,-61.17586111,Natural,France,Europe and North America
Te Henua Enata – The Marquesas Islands,-7.969894444,-140.6460475,Mixed,France,Europe and North America
Megaliths of Carnac and of the shores of Morbihan,47.61611111,-3.087222222,Cultural,France,Europe and North America
Ecosystem and Relict Cultural Landscape of Lopé-Okanda,-0.5,11.5,Mixed,Gabon,Africa
Ivindo National Park,0.113,12.648,Natural,Gabon,Africa
Kunta Kinteh Island and Related Sites,13.31616667,-16.35719444,Cultural,Gambia,Africa
Historical Monuments of Mtskheta,41.84227778,44.72102778,Cultural,Georgia,Europe and North America
Upper Svaneti,42.914,43.009,Cultural,Georgia,Europe and North America
Gelati Monastery,42.29472222,42.76833333,Cultural,Georgia,Europe and North America
Colchic Rainforests and Wetlands,41.70227778,41.9512,Natural,Georgia,Europe and North America
Aachen Cathedral,50.77474685,6.083919968,Cultural,Germany,Europe and North America
Speyer Cathedral,49.31722222,8.442388889,Cultural,Germany,Europe and North America
Würzburg Residence with the Court Gardens and Residence Square,49.79278,9.93889,Cultural,Germany,Europe and North America
St Mary's Cathedral and St Michael's Church at Hildesheim,52.15278,9.94389,Cultural,Germany,Europe and North America
Pilgrimage Church of Wies,47.68127778,10.90013889,Cultural,Germany,Europe and North America
Hanseatic City of Lübeck,53.86667,10.69167,Cultural,Germany,Europe and North America
Castles of Augustusburg and Falkenlust at Brühl,50.82502778,6.909777778,Cultural,Germany,Europe and North America
Cologne Cathedral,50.94111111,6.957222222,Cultural,Germany,Europe and North America
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",49.75,6.633333333,Cultural,Germany,Europe and North America
Abbey and Altenmünster of Lorsch,49.65369,8.56858,Cultural,Germany,Europe and North America
Palaces and Parks of Potsdam and Berlin,52.4,13.03333333,Cultural,Germany,Europe and North America
Garden Kingdom of Dessau-Wörlitz,51.8425,12.42083,Cultural,Germany,Europe and North America
"Collegiate Church, Castle and Old Town of Quedlinburg",51.78333,11.15,Cultural,Germany,Europe and North America
Maulbronn Monastery Complex,49.00083,8.81306,Cultural,Germany,Europe and North America
"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",51.82,10.34,Cultural,Germany,Europe and North America
Town of Bamberg,49.89166667,10.88888889,Cultural,Germany,Europe and North America
Völklingen Ironworks,49.24872222,6.844222222,Cultural,Germany,Europe and North America
Messel Pit Fossil Site,49.918,8.757,Natural,Germany,Europe and North America
"Bauhaus and its Sites in Weimar, Dessau and Bernau",50.97477778,11.3295,Cultural,Germany,Europe and North America
Luther Memorials in Eisleben and Wittenberg,51.86472,12.65278,Cultural,Germany,Europe and North America
Classical Weimar,50.9775,11.32861,Cultural,Germany,Europe and North America
"Museumsinsel (Museum Island), Berlin",52.51972222,13.39861111,Cultural,Germany,Europe and North America
Wartburg Castle,50.96677778,10.307,Cultural,Germany,Europe and North America
Monastic Island of Reichenau,47.69872222,9.061305556,Cultural,Germany,Europe and North America
Zollverein Coal Mine Industrial Complex in Essen,51.49138889,7.046111111,Cultural,Germany,Europe and North America
Upper Middle Rhine Valley,50.17361111,7.694166667,Cultural,Germany,Europe and North America
Historic Centres of Stralsund and Wismar,54.3025,13.08527778,Cultural,Germany,Europe and North America
Town Hall and Roland on the Marketplace of Bremen,53.07597222,8.807472222,Cultural,Germany,Europe and North America
Old town of Regensburg with Stadtamhof,49.02055556,12.09916667,Cultural,Germany,Europe and North America
Berlin Modernism Housing Estates,52.44833333,13.45,Cultural,Germany,Europe and North America
Fagus Factory in Alfeld,51.98388889,9.812222222,Cultural,Germany,Europe and North America
Margravial Opera House Bayreuth,49.94439311,11.57849794,Cultural,Germany,Europe and North America
Bergpark Wilhelmshöhe,51.31583333,9.393055556,Cultural,Germany,Europe and North America
Carolingian Westwork and Civitas Corvey,51.77827778,9.41025,Cultural,Germany,Europe and North America
Speicherstadt and Kontorhaus District with Chilehaus,53.54555556,9.999444444,Cultural,Germany,Europe and North America
Naumburg Cathedral,51.15480556,11.804,Cultural,Germany,Europe and North America
Caves and Ice Age Art in the Swabian Jura,48.38777778,9.765555556,Cultural,Germany,Europe and North America
Archaeological Border complex of Hedeby and the Danevirke,54.46194444,9.454111111,Cultural,Germany,Europe and North America
Water Management System of Augsburg,48.36547222,10.902,Cultural,Germany,Europe and North America
Mathildenhöhe Darmstadt,49.87638889,8.6675,Cultural,Germany,Europe and North America
"ShUM Sites of Speyer, Worms and Mainz",49.31621111,8.439538889,Cultural,Germany,Europe and North America
Jewish-Medieval Heritage of Erfurt,50.97866389,11.02923333,Cultural,Germany,Europe and North America
Schwerin Residence Ensemble,53.62416667,11.41888889,Cultural,Germany,Europe and North America
"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",47.5575,10.74944444,Cultural,Germany,Europe and North America
"Forts and Castles, Volta, Greater Accra, Central and Western Regions",5.39103,-0.49361,Cultural,Ghana,Africa
Asante Traditional Buildings,6.401111111,-1.625833333,Cultural,Ghana,Africa
Temple of Apollo Epicurius at Bassae,37.43498,21.89694,Cultural,Greece,Europe and North America
Archaeological Site of Delphi,38.48149,22.49617,Cultural,Greece,Europe and North America
"Acropolis, Athens",37.97087,23.72618,Cultural,Greece,Europe and North America
Mount Athos,40.26667,24.21667,Mixed,Greece,Europe and North America
Meteora,39.71667,21.63333,Mixed,Greece,Europe and North America
Paleochristian and Byzantine Monuments of Thessalonika,40.63833,22.965,Cultural,Greece,Europe and North America
Sanctuary of Asklepios at Epidaurus,37.6,23.08055556,Cultural,Greece,Europe and North America
Medieval City of Rhodes,36.44722,28.22778,Cultural,Greece,Europe and North America
Archaeological Site of Mystras,37.08056,22.36667,Cultural,Greece,Europe and North America
Archaeological Site of Olympia,37.64,21.634,Cultural,Greece,Europe and North America
Delos,37.4,25.26667,Cultural,Greece,Europe and North America
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",38.39527778,22.74666667,Cultural,Greece,Europe and North America
Pythagoreion and Heraion of Samos,37.69083,26.94333,Cultural,Greece,Europe and North America
Archaeological Site of Aigai (modern name Vergina),40.47139,22.31833,Cultural,Greece,Europe and North America
Archaeological Sites of Mycenae and Tiryns,37.73333333,22.75,Cultural,Greece,Europe and North America
The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,37.3,26.55,Cultural,Greece,Europe and North America
Old Town of Corfu,39.62394139,19.9275,Cultural,Greece,Europe and North America
Archaeological Site of Philippi,41.01472222,24.28527778,Cultural,Greece,Europe and North America
Zagori Cultural Landscape,39.90527778,20.81972222,Cultural,Greece,Europe and North America
Minoan Palatial Centres,35.24861111,24.88722222,Cultural,Greece,Europe and North America
Tikal National Park,17.21666667,-89.61666667,Mixed,Guatemala,Latin America and the Caribbean
Antigua Guatemala,14.556504,-90.73381,Cultural,Guatemala,Latin America and the Caribbean
Archaeological Park and Ruins of Quirigua,15.27059,-89.04025,Cultural,Guatemala,Latin America and the Caribbean
National Archaeological Park Tak’alik Ab’aj,14.63861111,-91.7325,Cultural,Guatemala,Latin America and the Caribbean
Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,11.12,-15.94888889,Natural,Guinea-Bissau,Africa
"National History Park – Citadel, Sans Souci, Ramiers",19.573025,-72.234268,Cultural,Haiti,Latin America and the Caribbean
Vatican City,41.90216,12.45736,Cultural,Holy See,Europe and North America
Maya Site of Copan,14.85,-89.13333,Cultural,Honduras,Latin America and the Caribbean
Río Plátano Biosphere Reserve,15.74444444,-84.675,Natural,Honduras,Latin America and the Caribbean
"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",47.48242,19.07067,Cultural,Hungary,Europe and North America
Old Village of Hollókő and its Surroundings,47.99444,19.52917,Cultural,Hungary,Europe and North America
Hortobágy National Park - the <i>Puszta</i>,47.59458,21.15678,Cultural,Hungary,Europe and North America
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,47.55889,17.78444,Cultural,Hungary,Europe and North America
Early Christian Necropolis of Pécs (Sopianae),46.07444,18.22778,Cultural,Hungary,Europe and North America
Tokaj Wine Region Historic Cultural Landscape,48.15,21.35,Cultural,Hungary,Europe and North America
Þingvellir National Park,64.25380556,-21.03725,Cultural,Iceland,Europe and North America
Surtsey,63.30305556,-20.60222222,Natural,Iceland,Europe and North America
Vatnajökull National Park - Dynamic Nature of Fire and Ice,64.577363,-16.88154044,Natural,Iceland,Europe and North America
Red Fort Complex,28.65555556,77.24083333,Cultural,India,Asia and the Pacific
"Humayun's Tomb, Delhi",28.59333,77.25056,Cultural,India,Asia and the Pacific
"Qutb Minar and its Monuments, Delhi",28.52583,77.18528,Cultural,India,Asia and the Pacific
Churches and Convents of Goa,15.50222,73.91167,Cultural,India,Asia and the Pacific
Group of Monuments at Pattadakal,15.94833,75.81667,Cultural,India,Asia and the Pacific
Khajuraho Group of Monuments,24.85222,79.92222,Cultural,India,Asia and the Pacific
Group of Monuments at Hampi,15.31444,76.47167,Cultural,India,Asia and the Pacific
Ajanta Caves,20.553111,75.70025,Cultural,India,Asia and the Pacific
Ellora Caves,20.02639,75.17917,Cultural,India,Asia and the Pacific
Elephanta Caves,18.96667,72.93583,Cultural,India,Asia and the Pacific
"Sun Temple, Konârak",19.8875,86.09472,Cultural,India,Asia and the Pacific
Hill Forts of Rajasthan,24.88333333,74.64611111,Cultural,India,Asia and the Pacific
Group of Monuments at Mahabalipuram,12.61667,80.19167,Cultural,India,Asia and the Pacific
Great Living Chola Temples,10.78305556,79.1325,Cultural,India,Asia and the Pacific
Agra Fort,27.179806,78.021528,Cultural,India,Asia and the Pacific
Taj Mahal,27.17417,78.04222,Cultural,India,Asia and the Pacific
Fatehpur Sikri,27.097528,77.6665,Cultural,India,Asia and the Pacific
Nanda Devi and Valley of Flowers National Parks,30.71667,79.66667,Natural,India,Asia and the Pacific
Kaziranga National Park,26.66666667,93.41666667,Natural,India,Asia and the Pacific
Manas Wildlife Sanctuary,26.725,91.03055556,Natural,India,Asia and the Pacific
Keoladeo National Park,27.15888889,77.50861111,Natural,India,Asia and the Pacific
Sundarbans National Park,21.945,88.89583333,Natural,India,Asia and the Pacific
Buddhist Monuments at Sanchi,23.47944,77.73972,Cultural,India,Asia and the Pacific
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",23.85888889,72.10166667,Cultural,India,Asia and the Pacific
Rock Shelters of Bhimbetka,22.92777778,77.58333333,Cultural,India,Asia and the Pacific
Mountain Railways of India,11.51028,76.93583,Cultural,India,Asia and the Pacific
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),18.94012222,72.83620278,Cultural,India,Asia and the Pacific
Mahabodhi Temple Complex at Bodh Gaya,24.69528,84.99389,Cultural,India,Asia and the Pacific
Champaner-Pavagadh Archaeological Park,22.48333333,73.53333333,Cultural,India,Asia and the Pacific
"The Jantar Mantar, Jaipur",26.92472222,75.825,Cultural,India,Asia and the Pacific
Western Ghats,8.529722222,77.24972222,Natural,India,Asia and the Pacific
Santiniketan,23.68027778,87.68497222,Cultural,India,Asia and the Pacific
Great Himalayan National Park Conservation Area,31.83333333,77.58333333,Natural,India,Asia and the Pacific
Victorian Gothic and Art Deco Ensembles of Mumbai,18.92980556,72.83008333,Cultural,India,Asia and the Pacific
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",25.13666667,85.44388889,Cultural,India,Asia and the Pacific
Khangchendzonga National Park,27.76472222,88.37722222,Mixed,India,Asia and the Pacific
Historic City of Ahmadabad,23.02638889,72.58805556,Cultural,India,Asia and the Pacific
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",18.25913333,79.94320556,Cultural,India,Asia and the Pacific
"Jaipur City, Rajasthan",26.92427778,75.82186111,Cultural,India,Asia and the Pacific
Dholavira: a Harappan City,23.88840833,70.21330278,Cultural,India,Asia and the Pacific
Sacred Ensembles of the Hoysalas,13.21245278,75.99407222,Cultural,India,Asia and the Pacific
Moidams – the Mound-Burial System of the Ahom Dynasty,26.94117472,94.87635,Cultural,India,Asia and the Pacific
Maratha Military Landscapes of India,20.7225,73.9425,Cultural,India,Asia and the Pacific
Borobudur Temple Compounds,-7.60778,110.20361,Cultural,Indonesia,Asia and the Pacific
Sangiran Early Man Site,-7.4,110.8166667,Cultural,Indonesia,Asia and the Pacific
Ujung Kulon National Park,-6.75,105.3333333,Natural,Indonesia,Asia and the Pacific
Komodo National Park,-8.54333,119.48944,Natural,Indonesia,Asia and the Pacific
Prambanan Temple Compounds,-7.75222,110.49167,Cultural,Indonesia,Asia and the Pacific
Lorentz National Park,-4.75,137.83333,Natural,Indonesia,Asia and the Pacific
Tropical Rainforest Heritage of Sumatra,-2.5,101.5,Natural,Indonesia,Asia and the Pacific
Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,-8.259166667,115.4027778,Cultural,Indonesia,Asia and the Pacific
Ombilin Coal Mining Heritage of Sawahlunto,-0.766625556,100.7378833,Cultural,Indonesia,Asia and the Pacific
The Cosmological Axis of Yogyakarta and its Historic Landmarks,-7.801388889,110.3647778,Cultural,Indonesia,Asia and the Pacific
Tchogha Zanbil,32.00857,48.522118,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Persepolis,29.93444,52.89028,Cultural,Iran (Islamic Republic of),Asia and the Pacific
"Meidan Emam, Esfahan",32.65745,51.67777778,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Takht-e Soleyman,36.60388889,47.235,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Pasargadae,30.19383,53.16729,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Soltaniyeh,36.43528,48.79667,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Bam and its Cultural Landscape,29.11683,58.36666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Bisotun,34.38833333,47.43666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Armenian Monastic Ensembles of Iran,38.97888889,45.47333333,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Shushtar Historical Hydraulic System,32.01861111,48.83583333,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,38.24861111,48.29138889,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Tabriz Historic Bazaar Complex,38.08138889,46.29305556,Cultural,Iran (Islamic Republic of),Asia and the Pacific
The Persian Garden,30.16666667,53.16666667,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Masjed-e Jāmé of Isfahan,32.66972222,51.68527778,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Gonbad-e Qābus,37.25802778,55.169,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Golestan Palace,35.68036667,51.42051111,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Cultural Landscape of Maymand,30.16805556,55.37555556,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Susa,32.18944444,48.25611111,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Shahr-i Sokhta,30.59388889,61.32777778,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Lut Desert,30.21611111,58.83888889,Natural,Iran (Islamic Republic of),Asia and the Pacific
The Persian Qanat,34.29,58.65444444,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Historic City of Yazd,31.90138889,54.36916667,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Sassanid Archaeological Landscape of Fars Region,29.77748056,51.57045,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Trans-Iranian Railway,35.65830556,51.39833333,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Cultural Landscape of Hawraman/Uramanat,35.10735833,46.47785,Cultural,Iran (Islamic Republic of),Asia and the Pacific
The Persian Caravanserai,35.05835278,51.42013611,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Hegmataneh,34.80238889,48.51668611,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Prehistoric Sites of the Khorramabad Valley,33.49210833,48.34557222,Cultural,Iran (Islamic Republic of),Asia and the Pacific
Samarra Archaeological City,34.34098944,43.82354306,Cultural,Iraq,Arab States
Hatra,35.58806,42.71833,Cultural,Iraq,Arab States
Babylon,32.54196944,44.42083333,Cultural,Iraq,Arab States
Ashur (Qal'at Sherqat),35.45666667,43.26111111,Cultural,Iraq,Arab States
Erbil Citadel,36.19111111,44.00916667,Cultural,Iraq,Arab States
The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,31.56222222,47.65777778,Mixed,Iraq,Arab States
Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,53.69469444,-6.4755,Cultural,Ireland,Europe and North America
Sceilg Mhichíl,51.77194,-10.53861,Cultural,Ireland,Europe and North America
Masada,31.31555556,35.35361111,Cultural,Israel,Europe and North America
Old City of Acre,32.92166667,35.06888889,Cultural,Israel,Europe and North America
White City of Tel-Aviv – the Modern Movement,32.07777778,34.77416667,Cultural,Israel,Europe and North America
Incense Route - Desert Cities in the Negev,30.57388889,35.00916667,Cultural,Israel,Europe and North America
"Biblical Tels - Megiddo, Hazor, Beer Sheba",32.59722,35.18222,Cultural,Israel,Europe and North America
Bahá’i Holy Places in Haifa and the Western Galilee,32.82939667,34.97164889,Cultural,Israel,Europe and North America
Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,31.60111111,34.9,Cultural,Israel,Europe and North America
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,32.66861111,34.96805556,Cultural,Israel,Europe and North America
Necropolis of Bet She’arim: A Landmark of Jewish Renewal,32.70222222,35.12694444,Cultural,Israel,Europe and North America
Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,45.466,9.171,Cultural,Italy,Europe and North America
Rock Drawings in Valcamonica,45.95705556,10.29733333,Cultural,Italy,Europe and North America
Historic Centre of Florence,43.77306,11.25611,Cultural,Italy,Europe and North America
Medici Villas and Gardens in Tuscany,43.85777778,11.30416667,Cultural,Italy,Europe and North America
Venice and its Lagoon,45.43430556,12.33894444,Cultural,Italy,Europe and North America
"Piazza del Duomo, Pisa",43.72305556,10.39638889,Cultural,Italy,Europe and North America
Castel del Monte,41.08480556,16.27094444,Cultural,Italy,Europe and North America
"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",41.07333,14.32639,Cultural,Italy,Europe and North America
Historic Centre of San Gimignano,43.46806,11.04167,Cultural,Italy,Europe and North America
The Sassi and the Park of the Rupestrian Churches of Matera,40.66638889,16.61027778,Cultural,Italy,Europe and North America
City of Vicenza and the Palladian Villas of the Veneto,45.54916667,11.54944444,Cultural,Italy,Europe and North America
Historic Centre of Siena,43.31861111,11.33166667,Cultural,Italy,Europe and North America
Historic Centre of Naples,40.85138889,14.26277778,Cultural,Italy,Europe and North America
Crespi d'Adda,45.59333,9.53833,Cultural,Italy,Europe and North America
"Ferrara, City of the Renaissance, and its Po Delta",44.83777778,11.61944444,Cultural,Italy,Europe and North America
The <I>Trulli</I> of Alberobello,40.7825,17.23694,Cultural,Italy,Europe and North America
Early Christian Monuments of Ravenna,44.42041667,12.19625,Cultural,Italy,Europe and North America
Historic Centre of the City of Pienza,43.07694444,11.67861111,Cultural,Italy,Europe and North America
City of Verona,45.43861111,10.99388889,Cultural,Italy,Europe and North America
Residences of the Royal House of Savoy,45.07253,7.68572,Cultural,Italy,Europe and North America
"Botanical Garden (Orto Botanico), Padua",45.39911111,11.88066667,Cultural,Italy,Europe and North America
Archaeological Area and the Patriarchal Basilica of Aquileia,45.76833333,13.3675,Cultural,Italy,Europe and North America
"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",44.10694,9.72917,Cultural,Italy,Europe and North America
"Cathedral, Torre Civica and Piazza Grande, Modena",44.64624,10.92568,Cultural,Italy,Europe and North America
Historic Centre of Urbino,43.725,12.63333,Cultural,Italy,Europe and North America
"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",40.75,14.48333333,Cultural,Italy,Europe and North America
Costiera Amalfitana,40.63333333,14.60277778,Cultural,Italy,Europe and North America
Archaeological Area of Agrigento,37.28972222,13.59333333,Cultural,Italy,Europe and North America
Villa Romana del Casale,37.36611,14.33417,Cultural,Italy,Europe and North America
Su Nuraxi di Barumini,39.70583333,8.991388889,Cultural,Italy,Europe and North America
"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",40.28333333,15.26666667,Cultural,Italy,Europe and North America
Villa Adriana (Tivoli),41.94416667,12.77197222,Cultural,Italy,Europe and North America
Isole Eolie (Aeolian Islands),38.48786111,14.94558333,Natural,Italy,Europe and North America
"Assisi, the Basilica of San Francesco and Other Franciscan Sites",43.06616667,12.62244444,Cultural,Italy,Europe and North America
Late Baroque Towns of the Val di Noto (South-Eastern Sicily),36.89319444,15.06891667,Cultural,Italy,Europe and North America
"Villa d'Este, Tivoli",41.96391667,12.79625,Cultural,Italy,Europe and North America
Val d'Orcia,43.06666667,11.55,Cultural,Italy,Europe and North America
<I>Sacri Monti</I> of Piedmont and Lombardy,45.97455556,9.169555556,Cultural,Italy,Europe and North America
Etruscan Necropolises of Cerveteri and Tarquinia,42.00683333,12.10188889,Cultural,Italy,Europe and North America
Syracuse and the Rocky Necropolis of Pantalica,37.05944,15.29306,Cultural,Italy,Europe and North America
