Latitude,Longitude,Elevation_m,Distance_to_River_km,Distance_to_Coast_km,Rainfall_mm,Temperature_C,Soil_Type,Vegetation_Type,Archaeological_Potential
6.464236551493713,-16.920522501402047,2089,48.8,148.2,3175,23,Sandy,Grassland,Low
-57.01478580635143,-3.963969096567297,890,46.59,235.22,3705,23,Alluvial,Desert,Low
25.811975016663325,-174.6228723578504,2312,26.55,811.34,3704,23,Red Soil,Grassland,Low
-42.4692076997306,-0.10901411058654276,416,4.82,832.17,1503,6,Alluvial,Savanna,High
-4.679170899362809,-161.37410433216215,309,19.92,553.52,760,-5,Laterite,Savanna,Low
-32.47057411049204,16.729100043561147,1714,36.23,456.01,1174,4,Alluvial,Savanna,Low
-2.7291256818284637,-89.99057107911177,1690,48.15,191.62,2248,11,Black Soil,Shrubland,Low
-0.9876194387629837,111.71750370647584,1381,2.11,791.97,2709,6,Red Soil,Shrubland,Medium
9.983608827398072,17.83045169988,1392,9.21,597.61,146,33,Laterite,Savanna,Medium
52.401128672659084,176.66362236679913,236,0.3,489.17,1056,34,Alluvial,Forest,High
-31.448866333122204,-108.04115507222619,1745,49.03,545.36,3600,14,Clay,Grassland,Low
32.88317581736624,-62.76696800698157,2079,37.88,674.3,3531,22,Rocky,Grassland,Low
-4.775992236410502,-178.0315225904494,2709,49.34,687.72,1800,-1,Clay,Coastal,Low
-37.763000483700885,-125.38770669410681,924,10.53,653.75,3543,10,Laterite,Forest,Medium
14.606183505726378,-9.115314956141049,515,9.6,346.19,3716,8,Red Soil,Coastal,Medium
29.48489818202161,-37.0332796979491,2319,43.9,72.49,3927,1,Rocky,Coastal,Low
-52.1913996267714,9.180947416435373,722,2.08,488.54,973,11,Black Soil,Coastal,Medium
46.3182740180696,-14.492536005891566,1735,18.05,885.14,3756,18,Black Soil,Grassland,Low
72.80834285948274,-1.8518750006701623,1717,31.65,583.71,3184,9,Laterite,Shrubland,Low
-0.288705144225446,-158.64080034266954,685,41.9,911.56,2650,6,Alluvial,Savanna,Low
-28.320955484570707,116.99496786483081,1179,46.53,73.1,2716,25,Red Soil,Coastal,Low
-27.927133639498365,-179.46041056023958,2223,22.46,74.58,1200,5,Clay,Grassland,Low
29.507796943501233,-9.743393724383054,392,16.24,675.03,3478,8,Rocky,Grassland,Low
32.540595598353306,-141.49728900158155,1257,25.1,468.95,135,17,Alluvial,Savanna,Low
51.773977707205574,114.36888924926512,1974,20.07,443.05,807,2,Alluvial,Desert,Low
-10.88879206784415,142.44513044400054,1569,23.97,254.68,2178,17,Red Soil,Shrubland,Low
17.251882358428844,-86.8132271580079,156,1.64,767.19,3682,-5,Rocky,Savanna,High
-34.128349068302136,50.85156432415701,2651,9.55,71.31,698,24,Black Soil,Forest,Medium
38.70336858722892,-0.961835455815816,614,8.64,371.79,2977,19,Rocky,Forest,Medium
49.93946949869405,-52.22830493413662,2209,30.13,729.38,1996,26,Laterite,Shrubland,Low
-35.12177614345072,-135.52661701298396,277,36.57,574.85,766,34,Alluvial,Grassland,Low
5.75168359837366,27.823655617272664,1659,7.16,620.23,308,6,Black Soil,Desert,Medium
-13.565928393108564,-2.072952719189203,2356,40.71,371.02,364,2,Clay,Savanna,Low
69.35966650544697,148.39944786728245,498,30.73,373.89,3853,35,Alluvial,Grassland,Low
23.430804517451747,-66.02483582087291,2604,46.67,540.92,3603,-4,Clay,Shrubland,Low
-21.186423233187092,163.03335562289567,2674,11.46,675.13,693,35,Black Soil,Grassland,Medium
31.86779489424586,-155.80069604208114,456,30.62,390.72,2128,-3,Black Soil,Grassland,Low
4.221188529966199,-115.25331696600773,21,48.7,718.97,1421,0,Black Soil,Forest,Low
10.778889753009494,101.57787558092969,1490,45.98,896.16,628,20,Clay,Coastal,Low
-27.768242552089802,-87.78889778571458,1136,34.34,94.39,3272,29,Alluvial,Forest,Low
-20.835607054030895,177.60418445770665,1777,14.56,754.68,2859,0,Alluvial,Coastal,Medium
-32.229080148768745,19.96475065587512,1834,29.84,833.72,1533,10,Alluvial,Grassland,Low
54.82632446798878,-7.193857825862835,1991,0.71,76.62,829,20,Clay,Forest,Medium
10.226632853092227,-45.716831001525094,195,13.93,333.91,713,2,Sandy,Forest,Medium
60.34923850046302,-50.78568687956448,1760,26.58,514.13,3664,14,Red Soil,Savanna,Low
22.074809108599013,-92.26426901486894,2348,11.72,752.69,3415,-4,Laterite,Shrubland,Medium
16.893515398154904,-151.6406135862353,735,4.66,71.91,3006,-2,Red Soil,Shrubland,Medium
30.070661284565546,-66.16521078269214,2707,17.59,425.16,2445,1,Rocky,Savanna,Low
57.91089839916084,-151.77033549536208,1042,0.94,396.61,1696,20,Clay,Savanna,Medium
22.37632627262559,13.335339190428385,136,4.1,117.6,2657,6,Red Soil,Coastal,High
72.52578186232262,-54.3954933787885,2981,45.87,597.36,3365,4,Sandy,Grassland,Low
-43.71384839388205,44.834619590123566,2696,41.01,411.36,1925,34,Rocky,Desert,Low
57.022587290544735,137.1788307889276,455,37.05,249.19,2792,1,Black Soil,Shrubland,Low
-20.921899309983054,-115.9455934393297,2607,34.21,538.12,1258,27,Alluvial,Forest,Low
65.74679935073152,127.79760230273553,1548,45.62,534.04,1483,25,Alluvial,Savanna,Low
-24.270136210617785,-74.11958874034092,1771,23.76,467.74,1848,7,Laterite,Shrubland,Low
-55.661920498159475,-70.68997241220579,2198,34.7,579.95,1085,13,Laterite,Savanna,Low
37.56421847592979,165.90913144217058,380,48.17,365.52,2479,14,Clay,Forest,Low
19.695978196248348,10.445702758328451,2406,23.75,534.67,2274,28,Rocky,Coastal,Low
1.6371509544899254,31.52369708363105,1128,16.17,260.7,319,34,Rocky,Savanna,Low
13.727789177789788,-3.5091861940732088,475,45.9,818.05,3314,30,Alluvial,Desert,Low
71.95017874649949,-66.77726531393353,893,5.58,353.12,2440,3,Clay,Forest,Medium
50.798604209312,70.36545942342264,1984,8.85,20.7,2453,-3,Laterite,Savanna,Medium
-58.43391241562675,13.852197489866029,37,13.04,70.26,3044,30,Rocky,Desert,Medium
-54.36046354314159,123.3780851893593,2819,32.33,767.64,1758,-3,Sandy,Forest,Low
-48.92853145895077,-112.85522237399003,1615,18.6,401.75,1399,18,Black Soil,Savanna,Low
-33.11477884637367,94.49384269618662,2782,12.13,988.63,3571,-5,Alluvial,Forest,Medium
-59.49488614146091,27.700863365692584,1697,14.88,972.8,3563,8,Rocky,Savanna,Medium
-30.6453667053112,-134.95595023582501,223,9.94,721.99,694,10,Sandy,Savanna,Medium
51.87829199263676,141.70208153177356,2971,16.36,533.93,828,18,Laterite,Shrubland,Low
28.205257803099784,61.995213081030755,2085,14.52,69.87,2854,14,Laterite,Grassland,Medium
28.625036446966135,176.83210271717502,2101,5.21,194.79,2929,32,Clay,Shrubland,Medium
47.82957045972634,65.69053239906677,1252,30.19,268.6,1881,2,Black Soil,Grassland,Low
-9.6200775342717,67.83848471028816,2953,19.36,749.57,3388,24,Sandy,Desert,Low
-4.07292161848769,11.262469579673308,2883,49.94,82.79,3509,17,Alluvial,Grassland,Low
-31.448242150580903,165.1951118944338,1334,43.48,629.2,1390,8,Laterite,Coastal,Low
-37.94180365363799,108.95598059144811,1951,22.01,295.38,1571,7,Clay,Coastal,Low
-20.32269016962585,95.93102378708454,1056,29.2,923.83,3195,10,Sandy,Forest,Low
-59.170828412768024,-143.65189918382055,2501,44.14,819.11,1764,30,Sandy,Coastal,Low
-3.7549318915868497,176.69320614055272,1734,25.45,951.82,1031,29,Alluvial,Coastal,Low
28.800261537455967,-169.66860844626632,1538,9.32,765.31,2760,32,Rocky,Desert,Medium
24.729406614950335,-66.6705770685547,1708,12.8,439.61,1467,29,Sandy,Savanna,Medium
15.685088368765435,99.6031663471976,1174,7.11,641.56,2794,30,Laterite,Grassland,Medium
56.156307940159365,-161.619023590282,1495,42.22,509.87,3444,9,Laterite,Grassland,Low
-5.080049728954407,45.785129233209204,2062,10.12,930.7,253,0,Alluvial,Savanna,Medium
-29.265698656836957,83.1426296032904,2430,20.46,841.61,1298,29,Sandy,Coastal,Low
18.40569331848897,53.14962218216235,1146,4.85,982.27,2155,32,Laterite,Grassland,Medium
27.27249723532951,52.18713666436494,2053,35.34,234.93,2572,13,Clay,Coastal,Low
63.00132599037872,-2.9933551025916074,1344,31.63,1.96,3879,5,Alluvial,Savanna,Low
-9.201698998423524,30.43960091052668,2585,29.36,713.0,3189,3,Sandy,Grassland,Low
-21.153070731818296,6.062851974040541,217,10.31,735.9,1817,26,Alluvial,Coastal,Medium
-47.51046428793936,0.25231311046428573,2748,46.43,986.2,763,21,Red Soil,Shrubland,Low
-41.87393586295078,-7.467618983527501,712,20.67,290.88,490,17,Sandy,Shrubland,Low
37.34668276521785,36.48609111087666,2865,44.41,987.22,3688,7,Clay,Coastal,Low
-37.824356780198116,89.3343215402374,486,34.17,360.53,2135,14,Rocky,Coastal,Low
44.066243231750775,-125.61220979475733,2264,3.41,615.91,2402,22,Laterite,Grassland,Medium
-27.97043328135313,-108.74603197714237,2873,1.95,135.49,70,2,Rocky,Forest,Medium
45.48172910400898,78.6412205084909,2858,3.21,586.42,846,6,Laterite,Forest,Medium
-1.4508163914671144,-24.767708671614542,784,36.2,696.77,1296,29,Laterite,Savanna,Low
70.88524696647045,-13.118172676905658,1680,28.48,817.07,1660,29,Alluvial,Savanna,Low
-14.620470242965837,33.95982944500494,519,9.84,976.17,2193,31,Laterite,Coastal,Medium
73.19058980005201,4.167337835169093,1529,36.64,395.79,1534,22,Alluvial,Forest,Low
70.53955213597752,99.12246277839688,482,42.08,437.84,3573,29,Rocky,Savanna,Low
-24.694184660445657,17.490918412670055,1458,18.31,931.89,292,25,Alluvial,Savanna,Low
46.96958687515779,87.52649467064828,1157,36.74,335.74,666,19,Laterite,Desert,Low
35.05958283540501,-4.57407361079234,2219,27.92,551.39,3028,22,Laterite,Forest,Low
-23.582349166128303,-132.00951012542473,2226,34.35,209.21,497,26,Laterite,Savanna,Low
54.45705193522626,7.9507437831839525,1766,16.56,191.59,3027,24,Black Soil,Grassland,Low
0.04527644623857441,-98.55270543304388,666,32.29,881.31,2807,-1,Rocky,Coastal,Low
53.75952579804917,-48.95952325607507,56,3.9,478.74,3726,20,Laterite,Shrubland,High
67.96616310905428,26.082514898923193,70,3.87,303.25,1911,6,Laterite,Shrubland,High
-30.474888818750014,144.44763291621695,759,3.96,53.33,1352,33,Alluvial,Savanna,Medium
41.28043412446155,-54.81157799220135,1628,27.48,547.28,124,-2,Clay,Savanna,Low
-22.901241831573188,108.6919439883182,1537,37.98,896.63,294,13,Black Soil,Forest,Low
-34.92730469813559,-120.2103884541984,441,3.53,890.53,346,19,Alluvial,Savanna,High
65.93532173665876,42.62758972126247,774,32.79,767.15,2985,13,Alluvial,Savanna,Low
30.315804637492008,-162.47966679828707,239,29.66,911.1,928,10,Red Soil,Grassland,Low
-30.889398617242136,-112.92883724697923,267,20.02,199.08,159,29,Alluvial,Shrubland,Low
7.318963517164093,48.25086494961565,1716,2.59,61.6,3775,10,Clay,Forest,Medium
59.966353523429305,-64.08063459025556,543,15.39,745.64,379,25,Laterite,Shrubland,Low
34.34680894608569,164.8477417014817,2536,0.35,58.2,669,-1,Red Soil,Shrubland,Medium
28.190465006021412,110.16349396511652,1758,12.65,812.33,3568,12,Clay,Savanna,Medium
48.07994775838972,-98.42786961316222,2391,49.27,567.53,3294,15,Alluvial,Coastal,Low
-10.463807504486354,86.81335739758805,1141,20.1,444.76,1459,0,Clay,Grassland,Low
25.82800901761857,56.5508894259319,2566,43.89,385.55,220,2,Alluvial,Shrubland,Low
-14.924722616802093,41.66449185132802,2722,18.78,331.16,2886,3,Clay,Grassland,Low
66.14975817985953,87.83741186051503,2429,17.75,804.8,2346,25,Rocky,Desert,Low
62.97571576466669,-119.25149502626545,243,48.32,136.82,2670,26,Laterite,Grassland,Low
-21.501375404594178,-68.4767346749649,107,26.77,200.33,495,20,Red Soil,Forest,Low
57.20446679218976,-26.835450758343825,1126,44.76,632.32,651,24,Clay,Desert,Low
46.59171986201913,156.98435820424714,1677,46.94,26.74,90,-1,Sandy,Coastal,Low
1.5153278990559187,25.329361947813595,684,21.0,315.52,299,34,Rocky,Grassland,Low
62.98905621228228,61.3351275276529,1462,38.46,281.5,1492,33,Black Soil,Forest,Low
22.536204185403122,-28.72131810134792,2947,23.65,948.76,3626,12,Alluvial,Shrubland,Low
-39.50894983216975,14.251559597637993,2524,18.11,90.13,2350,1,Rocky,Forest,Low
-38.289829775297136,-107.3245979167579,2971,41.96,689.48,1690,15,Alluvial,Grassland,Low
-56.054050277176856,94.69436082691834,2597,35.82,441.75,1069,-4,Red Soil,Grassland,Low
33.78394869195375,161.36787510964842,114,39.77,127.46,3656,9,Rocky,Forest,Low
65.08905501499659,121.56788362483746,1125,47.16,818.35,2242,33,Clay,Coastal,Low
54.48938247901883,26.620492624904557,1754,18.49,623.5,660,34,Rocky,Shrubland,Low
-36.06366520171423,-115.44402165614441,1645,7.15,433.21,3647,31,Black Soil,Shrubland,Medium
-53.77050768543986,-14.759713787594194,2,26.9,793.61,453,19,Red Soil,Forest,Low
30.322763788483783,-143.72160386282388,2991,17.61,262.13,2851,18,Alluvial,Grassland,Low
-29.593741558969093,122.17995862515141,1865,43.29,665.89,3951,21,Red Soil,Shrubland,Low
12.579893152801702,0.061511371561948636,1105,17.53,129.04,1533,26,Red Soil,Savanna,Low
43.481201701083975,-77.79862599375399,1844,25.74,451.65,1952,35,Laterite,Forest,Low
33.73572221741064,-41.01720240402207,1475,1.63,25.35,3517,-2,Clay,Grassland,Medium
-23.04039942421037,-111.12858850451444,2599,2.21,496.0,2694,25,Rocky,Savanna,Medium
-38.35070539574373,-137.95857702662616,990,42.11,717.2,2773,26,Black Soil,Forest,Low
69.91702857428416,-159.77426700913958,2336,39.87,348.8,1587,33,Black Soil,Coastal,Low
21.160655098861426,79.60176397907622,2438,36.45,320.38,2667,29,Black Soil,Shrubland,Low
14.222811227764979,33.17055638803316,2095,46.57,3.68,709,34,Alluvial,Forest,Low
16.664734915381104,-147.62234406485945,2686,36.73,335.3,536,1,Sandy,Shrubland,Low
-45.351065948763306,87.69316322480972,668,24.31,167.92,2721,-3,Laterite,Forest,Low
54.01938924544335,11.045430434821554,2955,29.28,684.15,882,6,Sandy,Forest,Low
-46.22373737066816,-155.79378670723437,31,27.76,588.39,86,26,Sandy,Shrubland,Low
66.62661937946972,37.478300957450045,1658,49.09,763.94,1663,29,Alluvial,Coastal,Low
-57.14292498377902,-177.97541977285337,156,11.84,474.55,1532,16,Rocky,Coastal,Medium
9.408648545552126,-108.40244110459818,2539,37.45,963.51,1719,14,Rocky,Grassland,Low
7.058421553521029,78.16312464516727,1195,31.54,351.73,1734,15,Black Soil,Coastal,Low
-47.24522361561207,169.3575026608541,1306,4.13,791.97,3254,1,Alluvial,Savanna,Medium
-22.50799095614815,-167.38455338975083,921,12.57,884.97,3587,9,Clay,Savanna,Medium
-17.173135414907108,151.0239014839862,488,29.54,404.14,541,22,Black Soil,Forest,Low
62.151156320479046,74.80678494030875,1884,24.7,756.67,1984,3,Laterite,Grassland,Low
36.8875328511909,-176.2610603419703,1621,2.29,463.3,1265,27,Clay,Shrubland,Medium
51.292615572013474,23.460778124244257,1987,2.84,921.56,2199,27,Clay,Forest,Medium
4.542242508339456,49.4381894715207,409,15.09,280.65,3831,13,Alluvial,Shrubland,Low
-19.54756486554767,64.44404343399196,1417,19.79,791.93,2897,27,Alluvial,Forest,Low
-22.450151555601778,-101.99039072495832,1657,6.47,59.91,1700,2,Clay,Shrubland,Medium
-56.58830937462853,-95.05538161237469,2969,12.75,897.12,291,29,Alluvial,Desert,Medium
-29.303888746051104,-63.99271115573809,593,23.85,987.39,314,5,Black Soil,Shrubland,Low
-28.06725325641246,-114.27024583004228,306,15.29,47.61,1147,6,Laterite,Forest,Low
48.18852770853,109.59352094764608,454,49.14,237.77,3575,24,Clay,Grassland,Low
-19.565720500459136,-27.280036825266734,2719,48.51,648.56,1606,23,Black Soil,Shrubland,Low
34.26031132975089,-114.93994904076469,2770,14.31,6.26,3628,22,Rocky,Grassland,Medium
30.218303448331113,95.14960578895437,1363,45.47,162.15,278,32,Clay,Forest,Low
-38.9410840060703,55.64577081281246,368,24.2,628.15,1449,27,Laterite,Savanna,Low
-58.39295946438155,-37.95399406810088,2720,48.69,805.94,3676,17,Sandy,Grassland,Low
61.88845931131533,-84.24096889320319,1498,11.9,128.53,1392,-4,Alluvial,Shrubland,Medium
58.718200580402055,75.39829843415117,2816,9.56,373.0,3861,21,Rocky,Grassland,Medium
64.3206361432256,28.01152551020178,63,20.74,47.18,1242,-4,Rocky,Shrubland,Low
-12.6350238661772,-127.30104969862522,2672,31.71,303.39,396,21,Rocky,Shrubland,Low
7.9236166906564165,28.16441654029839,235,48.94,497.99,1599,30,Red Soil,Shrubland,Low
11.012192851999714,158.03615502193395,2047,3.83,432.58,2368,18,Alluvial,Savanna,Medium
38.05902258670422,-144.1233052256965,1248,49.92,856.11,2963,2,Red Soil,Forest,Low
55.794809972746975,-120.73891414407876,428,33.69,408.77,953,-2,Rocky,Forest,Low
-29.48159361983341,141.0043792698758,133,23.25,934.07,2234,20,Laterite,Coastal,Low
73.09017963793073,138.90616053793428,1725,13.43,959.67,3164,12,Clay,Shrubland,Medium
12.933096591874843,10.66356769176403,2318,9.87,930.25,3946,30,Sandy,Desert,Medium
9.927011054809014,-34.90735742891934,721,10.61,938.25,3033,6,Red Soil,Coastal,Medium
60.376657146927755,-41.710648361882335,1902,21.17,922.45,3792,-1,Sandy,Desert,Low
-32.964181523793016,75.75565055039328,250,40.93,371.18,3997,25,Sandy,Shrubland,Low
72.55918345282319,-93.2129056260034,399,16.25,175.62,3439,16,Red Soil,Forest,Low
-57.07987476056138,60.33616184371735,641,36.62,364.15,3593,34,Laterite,Desert,Low
44.93485892441545,-32.07853998121803,1048,34.25,606.01,615,25,Laterite,Coastal,Low
61.00080263531436,103.36693723887657,1847,47.11,586.43,2482,30,Red Soil,Desert,Low
-29.726731051030967,-137.98281974040438,145,22.75,395.3,120,23,Red Soil,Desert,Low
31.966299313673687,-114.3144391086584,141,47.89,977.72,1454,24,Red Soil,Coastal,Low
14.156875180190724,-110.97216013929976,1552,22.01,965.08,1641,2,Rocky,Shrubland,Low
-9.952738965263663,90.17914972686555,1080,15.29,679.45,2473,10,Sandy,Forest,Low
-34.09068718361215,-152.78343162135602,1548,10.93,67.3,3811,5,Rocky,Savanna,Medium
26.790419636790645,75.34293126850937,1415,38.01,694.19,2465,10,Clay,Shrubland,Low
-10.198322353277568,91.40195085777145,2924,45.06,336.15,2299,35,Laterite,Shrubland,Low
36.634153771228725,-173.08537342921818,2255,41.39,230.81,3309,33,Laterite,Savanna,Low
36.52983412125295,98.60158260576247,1037,10.54,897.49,2465,35,Clay,Coastal,Medium
20.983251742696353,-132.90016182398102,2889,13.92,363.41,3119,24,Rocky,Grassland,Medium
65.44080015586819,119.54549718240173,998,46.81,319.34,3531,12,Clay,Shrubland,Low
36.22921625704829,-171.0384768771917,2722,9.59,167.76,1300,28,Clay,Shrubland,Medium
-39.03309512738943,25.312707609491127,2378,2.22,370.78,2219,29,Red Soil,Shrubland,Medium
-18.384403238697047,-143.4177308772523,53,31.14,44.15,3252,-4,Sandy,Forest,Low
11.422670113596809,-178.53918819228227,2854,27.82,115.57,1273,32,Rocky,Coastal,Low
-37.501558477834635,-114.19248202829509,159,41.0,710.1,3471,35,Sandy,Grassland,Low
32.20572219076492,-26.605349531037774,2746,36.3,336.61,2704,23,Black Soil,Grassland,Low
-59.83164898401611,0.17675814028379477,938,5.13,603.06,3348,22,Red Soil,Savanna,Medium
64.76348963811776,47.411910135280664,1399,25.15,834.85,394,10,Alluvial,Savanna,Low
-29.86610062296493,103.54059626281588,2533,25.81,957.18,299,4,Sandy,Desert,Low
-11.408956585231408,-20.5715757633416,181,8.57,82.03,2621,16,Rocky,Shrubland,Medium
27.873725444623872,45.79059716473617,2814,27.44,986.37,798,8,Rocky,Desert,Low
42.90471748106444,14.821569535146324,1955,12.86,736.68,503,-4,Laterite,Coastal,Medium
74.68503272137104,-134.99548032428316,791,34.74,866.15,3892,3,Laterite,Savanna,Low
-52.13941835624061,-36.66716493859434,2489,36.94,505.64,652,-1,Sandy,Coastal,Low
-22.998567032936897,-133.79643136780393,1973,23.79,351.41,845,3,Alluvial,Coastal,Low
-44.30048342648449,-176.6640774494786,2219,42.99,37.1,3264,-5,Rocky,Forest,Low
45.47464048206895,-87.29741493186742,160,29.43,841.86,1372,15,Clay,Coastal,Low
6.682471349108283,15.234455566907087,435,43.37,207.26,272,-1,Black Soil,Forest,Low
15.401231490158963,-139.69848682730787,700,32.57,936.81,1815,12,Clay,Coastal,Low
-32.98826779113177,78.15878579173926,2887,21.87,438.0,1589,28,Laterite,Grassland,Low
60.68775077587861,25.64806383880719,137,25.0,39.96,3996,19,Alluvial,Savanna,Low
-5.7080402406163415,168.87199493898993,2026,25.57,827.01,3709,7,Red Soil,Grassland,Low
27.94291939823097,114.27104335737664,1993,38.39,793.99,1382,19,Alluvial,Grassland,Low
27.43102223311557,77.43081992236,13,1.51,766.88,3261,15,Rocky,Grassland,High
-34.33896289916858,124.63749587951924,2495,8.39,241.98,1669,35,Rocky,Desert,Medium
-2.8900600692441287,-100.1731346806022,993,39.95,380.82,1142,-1,Rocky,Coastal,Low
37.14714617739966,-13.321365462392293,1413,6.19,343.95,1567,19,Red Soil,Savanna,Medium
66.0858500006956,-15.609628146413144,599,10.16,994.66,949,3,Alluvial,Shrubland,Medium
7.082698710743713,-8.09191201593734,2704,39.83,980.81,190,8,Black Soil,Desert,Low
55.761213824718794,-44.86992559753571,469,3.29,725.54,3987,19,Laterite,Forest,High
6.5386273193003746,-157.12153286106917,1791,19.05,302.84,1421,30,Sandy,Coastal,Low
1.2755399464835264,78.04598982429417,2444,5.7,403.58,570,28,Red Soil,Desert,Medium
33.415550872821285,79.35202296449694,1029,41.02,66.76,3429,10,Red Soil,Forest,Low
-25.06873044746419,-5.209234566071672,264,25.63,918.98,1942,6,Black Soil,Desert,Low
42.8235522737167,28.399408674852396,2055,39.13,841.29,2734,13,Alluvial,Desert,Low
28.068556461251447,-155.85350050349592,2472,9.14,111.62,1506,7,Rocky,Forest,Medium
11.323226511891747,-37.80299752045323,2673,8.44,257.28,2894,-4,Clay,Coastal,Medium
-55.56096912647943,-13.610527622170736,105,49.07,31.95,2292,10,Black Soil,Forest,Low
62.860275284835254,7.050252360287317,1232,47.84,107.73,1409,33,Alluvial,Desert,Low
-10.685059228850562,68.00838143106822,2609,25.92,807.94,3259,4,Sandy,Savanna,Low
29.128139121277613,2.7515824706678984,1257,39.56,440.4,2519,32,Laterite,Coastal,Low
70.85532459387176,-75.04129025578425,2702,30.42,13.6,2467,25,Laterite,Desert,Low
35.8448818651418,-119.50380561452565,144,27.64,581.42,2466,20,Clay,Forest,Low
62.895683805593634,2.2822648289163965,1470,20.51,294.2,3749,-1,Black Soil,Forest,Low
47.11097492389564,-165.82782102836893,1507,13.01,346.86,2222,34,Red Soil,Shrubland,Medium
-58.96536608991002,61.16303236954485,1689,41.91,779.76,3963,27,Red Soil,Forest,Low
3.036767799089965,27.037018542283846,2982,31.52,696.71,2732,15,Clay,Savanna,Low
-6.6222778866554535,-158.02369018437727,16,14.02,287.0,1868,31,Clay,Desert,Medium
34.012848796104564,104.2203234236527,1311,1.19,110.37,1673,-1,Red Soil,Forest,Medium
-5.589387761182671,-34.97093408430837,2368,41.51,812.52,1535,-4,Red Soil,Forest,Low
8.42099158236725,107.06196896852174,1144,30.96,680.09,2827,17,Sandy,Coastal,Low
59.082073321441726,66.37819426981488,2248,19.28,471.17,2689,25,Red Soil,Savanna,Low
9.605169377619788,173.90934246628808,2692,6.13,653.18,2272,25,Black Soil,Grassland,Medium
3.003914680380902,17.993286887768818,769,24.63,162.25,1779,29,Rocky,Savanna,Low
-11.055489483507259,-84.07664477061046,1885,27.03,958.93,1082,3,Laterite,Desert,Low
17.76754831428964,132.851605026487,1548,17.01,356.71,834,25,Laterite,Coastal,Low
-22.705511578278333,60.62752363250317,103,17.03,210.79,3703,17,Rocky,Forest,Low
-52.58209977965836,131.15274360904357,2383,17.36,416.28,1459,23,Sandy,Coastal,Low
67.40955335580655,-73.53412211413385,1890,29.79,976.77,3283,7,Black Soil,Shrubland,Low
56.46269415566945,52.61209461444619,1030,44.41,872.44,1394,31,Clay,Coastal,Low
15.62951301966578,107.66391096657031,1628,28.16,594.88,3973,17,Clay,Desert,Low
-21.487489172185995,96.88440509947424,128,15.19,938.27,1862,-2,Clay,Coastal,Low
-14.550766529593531,88.24450933116412,2199,43.56,420.94,1197,21,Rocky,Coastal,Low
-23.2050352357819,170.0882105510039,378,9.25,476.43,3554,-3,Alluvial,Savanna,Medium
8.399142633676632,-80.26814638290259,2512,47.03,43.41,3432,3,Clay,Grassland,Low
-11.310646896142472,46.3758990686388,2799,10.17,32.27,2654,8,Clay,Forest,Medium
6.737270980887786,-27.353884249163116,1031,14.7,537.96,3598,22,Laterite,Desert,Medium
-6.258287161056458,148.2105621038329,424,43.81,396.55,2414,30,Sandy,Desert,Low
3.3803223354361123,-10.650290617092509,2208,27.01,735.71,2771,5,Red Soil,Desert,Low
51.128124201759974,39.92691922635356,1734,36.97,528.33,203,32,Alluvial,Shrubland,Low
-58.661550542618976,-148.39023956604228,672,1.78,89.68,1957,-4,Red Soil,Desert,Medium
50.25747306413905,-135.79918945530068,1988,44.45,304.16,1565,13,Rocky,Savanna,Low
4.701222299937555,-147.20194744549738,139,4.4,223.25,3833,-2,Alluvial,Coastal,High
-10.62873099037514,174.17891838921025,2412,5.14,872.17,1999,32,Red Soil,Desert,Medium
-40.3530542194705,52.649118473926904,1210,27.6,614.82,3033,0,Red Soil,Desert,Low
43.2029672928212,1.2575653890481533,2389,13.44,724.61,813,5,Black Soil,Desert,Medium
-54.819460171225145,-100.37757162382115,951,31.04,616.55,3663,21,Laterite,Savanna,Low
9.32205069598723,118.11999043252098,2095,30.83,987.51,1857,30,Red Soil,Desert,Low
-32.018897612689145,-84.40811586772047,282,37.58,636.93,1580,32,Laterite,Forest,Low
-39.06112943457562,-110.08585333874727,2379,20.21,912.76,1071,21,Red Soil,Grassland,Low
-28.685834810090345,164.5217287316184,2302,9.07,102.19,3627,23,Sandy,Desert,Medium
0.7825687229742258,28.1767866922697,638,37.9,834.88,1419,12,Clay,Shrubland,Low
-29.583536252388747,-41.788181664497785,1887,41.17,391.27,3530,1,Black Soil,Coastal,Low
-45.65867460009561,90.14714594407985,2742,40.66,269.58,1598,18,Red Soil,Savanna,Low
-10.083265475565995,-110.7317708108952,1828,48.44,24.08,3151,0,Sandy,Shrubland,Low
70.24713354784507,-107.73104042785748,2623,18.47,387.05,3136,11,Red Soil,Grassland,Low
-44.517750182847855,-160.4999196294604,230,13.68,172.45,2811,18,Red Soil,Shrubland,Medium
-53.87079984599279,-95.19736086530384,1998,45.38,391.71,801,33,Clay,Desert,Low
-0.10762714172083321,-172.9770467042979,1706,7.72,819.72,1057,9,Rocky,Grassland,Medium
72.0774883992772,55.17637783966802,873,21.02,510.68,3428,17,Clay,Desert,Low
-31.455106784670107,98.16611072004082,1168,5.99,985.81,3631,30,Laterite,Coastal,Medium
57.15752636959935,-31.904784002676593,272,9.11,881.92,223,27,Red Soil,Forest,Medium
-59.08108121722269,50.66282677060801,2795,4.49,127.32,1644,-1,Red Soil,Grassland,Medium
19.76403841720237,-115.59593225893926,1238,45.87,735.92,1137,7,Clay,Grassland,Low
23.47594991878819,-19.970450222196888,1738,27.62,206.95,1466,4,Sandy,Grassland,Low
